"pitch_type","pitch_id","game_date","start_speed","x0","z0","player_name","batter","pitcher","events","description","spin_dir","spin_rate","break_angle","break_length","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","px","pz","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs","tfs_zulu","catcher","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","hit_speed","hit_angle","effective_speed","release_spin_rate","release_extension","game_pk"
"FT",574,"2016-05-05","90.47     ","-0.987","6.153","Ketel Marte","606466","502381","Strikeout","Swinging Strike","261.687   ","1162.762  ","16.6      ","7.6       ","14","Ketel Marte strikes out swinging.  ","R ","L","R","HOU","SEA","S",0,0,0,1,2016,"-5.918                ","0.823               ","0.308","1.451               ","null","null","null",0,9,"top","0.0000","0.0000","030147","2016-05-06T03:01:47Z","488771","427113","160505_220025","5.37","-131.265            ","-6.33","-10.41","25.65","-30.65","3.56","1.61","null","null","null","89.22","2300.00","5.58",447292
"SL",575,"2016-05-05","82.95     ","-1.458","6.140","Ketel Marte","606466","502381","Strikeout","Swinging Strike","85.786    ","1232.462  ","-17.9     ","9.6       ","14","Ketel Marte strikes out swinging.  ","R ","L","R","HOU","SEA","S",0,0,0,2,2016,"6.869                 ","-0.556              ","1.210","1.682               ","null","null","null",0,9,"top","0.0000","0.0000","030209","2016-05-06T03:02:09Z","488771","427113","160505_220047","4.24","-120.630            ","-3.78","10.22","21.32","-32.93","3.56","1.61","null","null","null","81.60","2547.00","5.29",447292
"FT",573,"2016-05-05","90.95     ","-0.966","6.098","Ketel Marte","606466","502381","Strikeout","Foul","234.523   ","552.339   ","6.1       ","7.0       ","9 ","Ketel Marte strikes out swinging.  ","R ","L","R","HOU","SEA","S",0,0,0,0,2016,"-2.319                ","1.611               ","0.383","1.659               ","null","null","null",0,9,"top","0.0000","0.0000","030121","2016-05-06T03:01:21Z","488771","427113","160505_215958","4.30","-132.016            ","-5.96","-4.09","28.05","-29.26","3.56","1.61","null","null","null","89.45","2371.00","5.55",447292
"FT",584,"2016-05-05","91.54     ","-0.969","6.107","Norichika Aoki","493114","502381","Walk","Foul","239.336   ","1181.925  ","17.2      ","6.5       ","13","Norichika Aoki walks.  ","R ","L","R","HOU","SEA","S",0,0,0,1,2016,"-5.125                ","2.998               ","-0.169","1.324               ","null","null",547982,1,9,"top","0.0000","0.0000","030407","2016-05-06T03:04:07Z","488771","427113","160505_220246","3.87","-132.739            ","-7.57","-9.30","23.80","-26.66","3.20","1.45","null","null","null","91.07","2560.00","5.89",447292
"FT",586,"2016-05-05","90.21     ","-1.175","6.102","Norichika Aoki","493114","502381","Walk","Ball","250.295   ","1054.428  ","16.2      ","7.3       ","13","Norichika Aoki walks.  ","R ","L","R","HOU","SEA","B",0,0,1,2,2016,"-5.125                ","1.793               ","-1.506","1.304               ","null","null",547982,1,9,"top","0.0000","0.0000","030511","2016-05-06T03:05:11Z","488771","427113","160505_220344","0.87","-131.971            ","-6.94","-9.03","28.32","-28.94","3.20","1.45","null","null","null","89.30","2541.00","5.54",447292
"SL",592,"2016-05-05","82.78     ","-1.445","6.022","Norichika Aoki","493114","502381","Walk","Ball In Dirt","54.527    ","1127.048  ","-11.8     ","10.9      ","14","Norichika Aoki walks.  ","R ","L","R","HOU","SEA","B",0,0,2,2,2016,"5.227                 ","-3.775              ","0.271","0.745               ","null",547982,"null",1,9,"top","0.0000","0.0000","030807","2016-05-06T03:08:07Z","488771","427113","160505_220646","2.47","-120.980            ","-4.63","7.65","26.24","-37.63","3.20","1.45","null","null","null","81.43","2536.00","5.51",447292
"FT",583,"2016-05-05","91.86     ","-1.027","6.151","Norichika Aoki","493114","502381","Walk","Called Strike","240.893   ","1090.907  ","15.5      ","6.6       ","8 ","Norichika Aoki walks.  ","R ","L","R","HOU","SEA","S",0,0,0,0,2016,"-4.819                ","2.643               ","0.199","1.869               ","null","null",547982,1,9,"top","0.0000","0.0000","030343","2016-05-06T03:03:43Z","488771","427113","160505_220221","4.90","-133.306            ","-6.15","-8.76","25.99","-27.30","3.20","1.45","null","null","null","90.70","2574.00","5.61",447292
"FT",585,"2016-05-05","91.33     ","-1.101","6.158","Norichika Aoki","493114","502381","Walk","Ball","279.191   ","696.346   ","10.5      ","7.6       ","13","Norichika Aoki walks.  ","R ","L","R","HOU","SEA","B",0,0,0,2,2016,"-3.465                ","-0.601              ","-1.506","2.322               ","null","null",547982,1,9,"top","0.0000","0.0000","030441","2016-05-06T03:04:41Z","488771","427113","160505_220320","0.12","-133.828            ","-3.92","-6.34","26.38","-33.20","3.20","1.45","null","null","null","91.83","2477.00","6.08",447292
"FF",593,"2016-05-05","90.55     ","-1.161","6.331","Norichika Aoki","493114","502381","Walk","Ball","207.344   ","1175.195  ","11.2      ","5.4       ","11","Norichika Aoki walks.  ","R ","L","R","HOU","SEA","B",0,0,3,2,2016,"-2.766                ","5.307               ","-0.960","3.266               ","null",547982,"null",1,9,"top","0.0000","0.0000","030836","2016-05-06T03:08:36Z","488771","427113","160505_220715","1.47","-132.491            ","-3.70","-4.93","27.58","-22.64","3.20","1.45","null","null","null","90.13","2403.00","5.80",447292
"FT",598,"2016-05-05","90.36     ","-0.873","6.212","Seth Smith","452234","502381","Single","Swinging Strike","251.769   ","801.346   ","11.5      ","7.2       ","8 ","Seth Smith singles on a sharp line drive to right fielder George Springer.   Leonys Martin to 3rd.    Norichika Aoki to 2nd.  ","R ","L","R","HOU","SEA","S",9,3,1,0,2016,"-3.908                ","1.245               ","-0.084","2.187               ","null",547982,493114,1,9,"top","177.6700","120.0400","031007","2016-05-06T03:10:07Z","488771","427113","160505_220845","3.38","-131.655            ","-4.76","-6.91","26.10","-29.90","3.64","1.66","null","null","null","89.57","2391.00","5.64",447292
"SL",599,"2016-05-05","83.08     ","-1.502","6.165","Seth Smith","452234","502381","Single","In play, no out","73.466    ","1424.740  ","-17.8     ","10.3      ","8 ","Seth Smith singles on a sharp line drive to right fielder George Springer.   Leonys Martin to 3rd.    Norichika Aoki to 2nd.  ","R ","L","R","HOU","SEA","X",9,3,1,1,2016,"7.660                 ","-2.323              ","-0.101","1.924               ","null",547982,493114,1,9,"top","177.6700","120.0400","031043","2016-05-06T03:10:43Z","488771","427113","160505_220916","0.98","-121.728            ","-2.77","11.46","24.53","-35.58","3.64","1.66","299.41","107.76","13.36               ","82.08","2694.00","5.40",447292
"SL",597,"2016-05-05","82.63     ","-1.381","5.963","Seth Smith","452234","502381","Single","Ball In Dirt","73.650    ","994.141   ","-13.5     ","9.9       ","14","Seth Smith singles on a sharp line drive to right fielder George Springer.   Leonys Martin to 3rd.    Norichika Aoki to 2nd.  ","R ","L","R","HOU","SEA","B",9,3,0,0,2016,"5.351                 ","-1.620              ","1.066","0.692               ","null",547982,493114,1,9,"top","177.6700","120.0400","030926","2016-05-06T03:09:26Z","488771","427113","160505_220805","4.17","-120.374            ","-5.33","7.92","21.59","-34.50","3.64","1.66","null","null","null","81.51","2645.00","5.37",447292
"FC",606,"2016-05-05","89.96     ","-0.962","6.163","Robinson Cano","429664","502381","Double","In play, run(s)","172.538   ","532.178   ","-2.1      ","6.5       ","5 ","Robinson Cano doubles (6) on a sharp line drive to center fielder Carlos Gomez.   Leonys Martin scores.    Norichika Aoki scores.    Seth Smith scores.  ","R ","L","R","HOU","SEA","X",8,3,1,0,2016,"0.356                 ","2.673               ","-0.089","2.844               ",547982,493114,452234,1,9,"top","115.7400","27.9800","031158","2016-05-06T03:11:58Z","488771","427113","160505_221033","2.15","-131.587            ","-3.38","0.63","26.54","-27.39","3.75","1.69","393.08","103.00","19.24               ","90.27","2507.00","6.15",447292
"FF",605,"2016-05-05","91.00     ","-1.175","6.196","Robinson Cano","429664","502381","Double","Ball","213.958   ","420.272   ","4.2       ","6.7       ","11","Robinson Cano doubles (6) on a sharp line drive to center fielder Carlos Gomez.   Leonys Martin scores.    Norichika Aoki scores.    Seth Smith scores.  ","R ","L","R","HOU","SEA","B",8,3,0,0,2016,"-1.200                ","1.741               ","-1.323","3.395               ",547982,493114,452234,1,9,"top","115.7400","27.9800","031133","2016-05-06T03:11:33Z","488771","427113","160505_221013","0.02","-132.680            ","-1.82","-2.15","27.54","-28.99","3.75","1.69","null","null","null","90.96","2555.00","6.15",447292
"SL",620,"2016-05-05","83.23     ","-0.989","6.134","Nelson Cruz","443558","502381","Strikeout","Swinging Strike","88.956    ","1607.246  ","-22.5     ","9.6       ","14","Nelson Cruz strikes out swinging.  ","R ","R","R","HOU","SEA","S",0,0,1,2,2016,"8.915                 ","-0.212              ","1.137","1.711               ","null",429664,"null",1,9,"top","0.0000","0.0000","031402","2016-05-06T03:14:02Z","488771","427113","160505_221229","2.32","-120.885            ","-3.87","13.39","20.24","-32.42","3.71","1.70","null","null","null","82.11","0.00","5.39",447292
"SL",617,"2016-05-05","83.49     ","-1.369","6.197","Nelson Cruz","443558","502381","Strikeout","Called Strike","76.656    ","1201.552  ","-16.5     ","9.7       ","6 ","Nelson Cruz strikes out swinging.  ","R ","R","R","HOU","SEA","S",0,0,0,0,2016,"6.526                 ","-1.597              ","0.548","2.920               ","null",429664,"null",1,9,"top","0.0000","0.0000","031257","2016-05-06T03:12:57Z","488771","427113","160505_221133","2.58","-122.107            ","-0.74","9.84","24.32","-34.51","3.71","1.70","null","null","null","82.76","2568.00","5.61",447292
"FF",618,"2016-05-05","90.36     ","-1.030","6.243","Nelson Cruz","443558","502381","Strikeout","Ball","187.372   ","379.757   ",".8        ","6.7       ","11","Nelson Cruz strikes out swinging.  ","R ","R","R","HOU","SEA","B",0,0,0,1,2016,"-0.250                ","1.893               ","-0.977","3.038               ","null",429664,"null",1,9,"top","0.0000","0.0000","031310","2016-05-06T03:13:10Z","488771","427113","160505_221150","0.22","-131.859            ","-2.85","-0.44","26.75","-28.75","3.71","1.70","null","null","null","89.57","2479.00","5.58",447292
"SL",619,"2016-05-05","83.04     ","-1.308","6.071","Nelson Cruz","443558","502381","Strikeout","Swinging Strike","75.423    ","1505.941  ","-19.2     ","10.2      ","14","Nelson Cruz strikes out swinging.  ","R ","R","R","HOU","SEA","S",0,0,1,1,2016,"8.077                 ","-2.150              ","0.625","1.697               ","null",429664,"null",1,9,"top","0.0000","0.0000","031329","2016-05-06T03:13:29Z","488771","427113","160505_221208","2.13","-121.570            ","-3.21","12.21","21.54","-35.35","3.71","1.70","null","null","null","82.80","1353.00","5.68",447292
"SL",625,"2016-05-05","82.69     ","-1.580","5.853","Kyle Seager","572122","502381","Flyout","Foul","75.203    ","1565.267  ","-19.5     ","10.5      ","8 ","Kyle Seager flies out to left fielder Preston Tucker.  ","R ","L","R","HOU","SEA","S",7,1,1,0,2016,"8.500                 ","-2.296              ","0.208","1.455               ","null",429664,"null",2,9,"top","57.3600","123.6000","031454","2016-05-06T03:14:54Z","488771","427113","160505_221332","1.62","-119.908            ","-3.00","12.51","20.87","-35.48","3.35","1.43","null","null","null","81.68","2697.00","5.58",447292
"FT",626,"2016-05-05","89.17     ","-1.289","6.126","Kyle Seager","572122","502381","Flyout","Ball","249.292   ","631.180   ","9.8       ","7.2       ","11","Kyle Seager flies out to left fielder Preston Tucker.  ","R ","L","R","HOU","SEA","B",7,1,1,1,2016,"-3.042                ","1.108               ","-1.701","2.547               ","null",429664,"null",2,9,"top","57.3600","123.6000","031525","2016-05-06T03:15:25Z","488771","427113","160505_221404","-0.04","-130.850            ","-3.47","-5.33","25.12","-30.16","3.35","1.43","null","null","null","89.48","2437.00","5.93",447292
"FF",629,"2016-05-05","89.67     ","-0.885","6.232","Kyle Seager","572122","502381","Flyout","In play, out(s)","190.700   ","777.857   ","2.5       ","6.1       ","4 ","Kyle Seager flies out to left fielder Preston Tucker.  ","R ","L","R","HOU","SEA","X",7,1,2,2,2016,"-0.745                ","3.902               ","-0.615","2.623               ","null",429664,"null",2,9,"top","57.3600","123.6000","031657","2016-05-06T03:16:57Z","488771","427113","160505_221533","0.95","-130.970            ","-4.49","-1.30","25.81","-25.27","3.35","1.43","262.67","85.86","34.57               ","89.39","2517.00","5.81",447292
"FT",624,"2016-05-05","89.13     ","-0.944","6.072","Kyle Seager","572122","502381","Flyout","Ball","256.589   ","740.308   ","10.3      ","7.5       ","8 ","Kyle Seager flies out to left fielder Preston Tucker.  ","R ","L","R","HOU","SEA","B",7,1,0,0,2016,"-3.742                ","0.849               ","0.152","1.653               ","null",429664,"null",2,9,"top","57.3600","123.6000","031437","2016-05-06T03:14:37Z","488771","427113","160505_221312","4.08","-130.206            ","-5.44","-6.46","25.81","-30.63","3.35","1.43","null","null","null","88.82","2529.00","5.83",447292
"FT",627,"2016-05-05","88.21     ","-1.087","6.174","Kyle Seager","572122","502381","Flyout","Swinging Strike","272.918   ","1005.159  ","14.7      ","8.0       ","11","Kyle Seager flies out to left fielder Preston Tucker.  ","R ","L","R","HOU","SEA","S",7,1,2,1,2016,"-5.216                ","-0.309              ","-1.103","2.951               ","null",429664,"null",2,9,"top","57.3600","123.6000","031551","2016-05-06T03:15:51Z","488771","427113","160505_221429","1.70","-128.985            ","-1.90","-8.93","22.87","-32.63","3.35","1.43","null","null","null","88.56","2357.00","5.94",447292
"FT",628,"2016-05-05","89.36     ","-1.167","6.244","Kyle Seager","572122","502381","Flyout","Foul","258.249   ","797.375   ","12.4      ","7.5       ","11","Kyle Seager flies out to left fielder Preston Tucker.  ","R ","L","R","HOU","SEA","S",7,1,2,2,2016,"-4.053                ","0.800               ","-1.366","2.771               ","null",429664,"null",2,9,"top","57.3600","123.6000","031620","2016-05-06T03:16:20Z","488771","427113","160505_221457","0.85","-130.701            ","-3.03","-7.03","26.72","-30.71","3.35","1.43","null","null","null","88.96","2504.00","5.71",447292
"FF",4,"2016-05-05","92.21     ","0.319","6.363","Norichika Aoki","493114","606965","Single","Ball","187.635   ","2404.306  ","11.5      ","2.9       ","14","Norichika Aoki singles on a ground ball to center fielder Carlos Gomez.  ","R ","L","R","HOU","SEA","B",8,4,0,1,2016,"-1.644                ","12.219              ","0.769","1.833               ","null","null","null",0,1,"top","127.9200","104.2700","001046","2016-05-06T00:10:46Z","456124","427113","160505_190911","1.74","-133.725            ","-9.96","-2.95","31.70","-10.21","3.20","1.45","null","null","null","89.89","2346.00","5.37",447292
"CH",7,"2016-05-05","81.24     ","0.617","6.534","Norichika Aoki","493114","606965","Single","In play, no out","239.297   ","774.311   ","10.2      ","8.9       ","5 ","Norichika Aoki singles on a ground ball to center fielder Carlos Gomez.  ","R ","L","R","HOU","SEA","X",8,4,2,2,2016,"-3.905                ","2.265               ","0.181","2.149               ","null","null","null",0,1,"top","127.9200","104.2700","001113","2016-05-06T00:11:13Z","456124","427113","160505_190953","0.16","-118.346            ","-3.92","-5.43","26.64","-28.95","3.20","1.45","224.33","92.92","-8.68               ","79.88","1501.00","5.77",447292
"FF",3,"2016-05-05","91.09     ","0.331","6.451","Norichika Aoki","493114","606965","Single","Called Strike","189.204   ","2139.354  ","12.2      ","3.6       ","8 ","Norichika Aoki singles on a ground ball to center fielder Carlos Gomez.  ","R ","L","R","HOU","SEA","S",8,4,0,0,2016,"-1.794                ","11.026              ","-0.158","1.967               ","null","null","null",0,1,"top","127.9200","104.2700","001017","2016-05-06T00:10:17Z","456124","427113","160505_190858","-0.66","-131.998            ","-9.10","-3.11","32.32","-12.96","3.20","1.45","null","null","null","89.01","2278.00","5.64",447292
"FF",5,"2016-05-05","92.53     ","0.209","6.447","Norichika Aoki","493114","606965","Single","Ball","184.834   ","2154.676  ","4.4       ","3.1       ","12","Norichika Aoki singles on a ground ball to center fielder Carlos Gomez.  ","R ","L","R","HOU","SEA","B",8,4,1,1,2016,"-0.930                ","10.953              ","1.065","2.904               ","null","null","null",0,1,"top","127.9200","104.2700","001049","2016-05-06T00:10:49Z","456124","427113","160505_190923","2.58","-134.746            ","-7.06","-1.69","32.95","-12.23","3.20","1.45","null","null","null","91.15","2283.00","5.78",447292
"FF",6,"2016-05-05","91.32     ","0.288","6.422","Norichika Aoki","493114","606965","Single","Called Strike","186.568   ","2097.651  ","10.4      ","3.5       ","11","Norichika Aoki singles on a ground ball to center fielder Carlos Gomez.  ","R ","L","R","HOU","SEA","S",8,4,2,1,2016,"-1.243                ","10.753              ","-0.758","2.555               ","null","null","null",0,1,"top","127.9200","104.2700","001108","2016-05-06T00:11:08Z","456124","427113","160505_190937","-2.31","-132.987            ","-7.60","-2.20","31.69","-13.07","3.20","1.45","null","null","null","90.01","2295.00","5.76",447292
"CU",12,"2016-05-05","75.22     ","0.361","6.758","Seth Smith","452234","606965","Strikeout","Ball","45.952    ","1910.692  ","-13.0     ","14.8      ","14","Seth Smith strikes out swinging.  ","R ","L","R","HOU","SEA","B",0,0,0,1,2016,"8.666                 ","-8.445              ","0.081","1.379               ","null","null",493114,1,1,"top","0.0000","0.0000","001213","2016-05-06T00:12:13Z","456124","427113","160505_191054","-3.01","-109.463            ","-1.73","10.36","21.95","-42.20","3.64","1.66","null","null","null","73.00","2183.00","5.03",447292
"FF",14,"2016-05-05","92.93     ","0.338","6.396","Seth Smith","452234","606965","Strikeout","Foul","172.401   ","2165.594  ","-9.3      ","3.2       ","8 ","Seth Smith strikes out swinging.  ","R ","L","R","HOU","SEA","S",0,0,1,1,2016,"1.455                 ","10.863              ","-0.006","2.122               ","null","null",493114,1,1,"top","0.0000","0.0000","001258","2016-05-06T00:12:58Z","456124","427113","160505_191137","-1.42","-134.983            ","-9.06","2.67","31.36","-12.20","3.64","1.66","null","null","null","90.72","2352.00","5.27",447292
"FF",16,"2016-05-05","93.31     ","0.381","6.467","Seth Smith","452234","606965","Strikeout","Ball","194.471   ","2064.380  ","20.4      ","3.6       ","11","Seth Smith strikes out swinging.  ","R ","L","R","HOU","SEA","B",0,0,1,2,2016,"-2.623                ","10.123              ","-1.214","2.858               ","null","null",493114,1,1,"top","0.0000","0.0000","001401","2016-05-06T00:14:01Z","456124","427113","160505_191235","-3.35","-135.964            ","-7.11","-4.84","34.07","-13.44","3.64","1.66","null","null","null","91.62","2328.00","5.60",447292
"FF",21,"2016-05-05","93.66     ","0.703","6.410","Seth Smith","452234","606965","Strikeout","Foul","189.158   ","2349.083  ","15.6      ","2.8       ","9 ","Seth Smith strikes out swinging.  ","R ","L","R","HOU","SEA","S",0,0,2,2,2016,"-1.863                ","11.515              ","0.468","1.921               ","null","null","null",1,1,"top","0.0000","0.0000","001458","2016-05-06T00:14:58Z","456124","427113","160505_191338","0.02","-135.868            ","-10.12","-3.50","28.22","-10.46","3.64","1.66","null","null","null","92.30","2278.00","5.62",447292
"CH",23,"2016-05-05","82.16     ","0.701","6.496","Seth Smith","452234","606965","Strikeout","Swinging Strike","222.936   ","774.202   ","9.2       ","8.1       ","8 ","Seth Smith strikes out swinging.  ","R ","L","R","HOU","SEA","S",0,0,3,2,2016,"-3.016                ","3.190               ","-0.203","2.079               ","null","null","null",1,1,"top","0.0000","0.0000","001555","2016-05-06T00:15:55Z","456124","427113","160505_191424","-1.21","-119.995            ","-4.61","-4.36","24.95","-27.49","3.64","1.66","null","null","null","82.45","1675.00","6.48",447292
"FF",11,"2016-05-05","92.84     ","0.415","6.388","Seth Smith","452234","606965","Strikeout","Called Strike","180.997   ","2448.355  ","3.9       ","2.7       ","7 ","Seth Smith strikes out swinging.  ","R ","L","R","HOU","SEA","S",0,0,0,0,2016,"-0.220                ","12.549              ","-0.260","1.992               ","null","null",493114,1,1,"top","0.0000","0.0000","001154","2016-05-06T00:11:54Z","456124","427113","160505_191034","-1.71","-134.625            ","-9.81","-0.40","33.82","-9.46","3.64","1.66","null","null","null","90.36","2406.00","5.39",447292
"CH",20,"2016-05-05","81.8      ","0.884","6.488","Seth Smith","452234","606965","Strikeout","Foul","237.219   ","998.975   ","13.4      ","8.5       ","14","Seth Smith strikes out swinging.  ","R ","L","R","HOU","SEA","S",0,0,2,2,2016,"-4.851                ","3.072               ","0.305","1.545               ","null","null","null",1,1,"top","0.0000","0.0000","001435","2016-05-06T00:14:35Z","456124","427113","160505_191313","0.12","-119.792            ","-5.71","-6.94","26.62","-27.71","3.64","1.66","null","null","null","null","null","null",447292
"CU",22,"2016-05-05","77.47     ","0.416","6.683","Seth Smith","452234","606965","Strikeout","Ball","58.816    ","2103.357  ","-18.2     ","13.5      ","14","Seth Smith strikes out swinging.  ","R ","L","R","HOU","SEA","B",0,0,2,2,2016,"10.840                ","-6.618              ","0.501","1.257               ","null","null","null",1,1,"top","0.0000","0.0000","001521","2016-05-06T00:15:21Z","456124","427113","160505_191400","-2.96","-113.219            ","-3.01","14.04","21.06","-40.67","3.64","1.66","null","null","null","76.47","2259.00","5.45",447292
"FF",27,"2016-05-05","93.98     ","0.410","6.256","Robinson Cano","429664","606965","Lineout","In play, out(s)","185.792   ","2294.789  ","9.5       ","2.9       ","14","Robinson Cano lines out to right fielder George Springer.  ","R ","L","R","HOU","SEA","X",9,3,0,0,2016,"-1.160                ","11.394              ","0.240","1.579               ","null","null","null",2,1,"top","162.9500","77.3100","001622","2016-05-06T00:16:22Z","456124","427113","160505_191500","-0.05","-137.277            ","-10.67","-2.19","33.17","-10.57","3.75","1.69","320.40","91.34","18.41               ","92.94","2292.00","5.77",447292
"FF",63,"2016-05-05","93.71     ","0.419","6.513","Nelson Cruz","443558","606965","Flyout","In play, out(s)","187.481   ","2416.728  ","13.8      ","2.6       ","3 ","Nelson Cruz flies out sharply to center fielder Carlos Gomez.  ","R ","R","R","HOU","SEA","X",8,1,0,1,2016,"-1.605                ","12.183              ","0.412","3.214               ","null","null","null",0,2,"top","154.3200","71.2100","002648","2016-05-06T00:26:48Z","456124","427113","160505_192525","0.54","-136.405            ","-7.00","-2.96","36.09","-9.65","3.71","1.70","335.95","101.07","42.92               ","91.86","2401.00","5.67",447292
"FF",62,"2016-05-05","93.35     ","0.535","6.346","Nelson Cruz","443558","606965","Flyout","Called Strike","197.229   ","2455.532  ","27.6      ","3.1       ","9 ","Nelson Cruz flies out sharply to center fielder Carlos Gomez.  ","R ","R","R","HOU","SEA","S",8,1,0,0,2016,"-3.694                ","11.870              ","0.553","2.201               ","null","null","null",0,2,"top","154.3200","71.2100","002635","2016-05-06T00:26:35Z","456124","427113","160505_192513","1.33","-135.853            ","-9.14","-6.81","33.47","-10.21","3.71","1.70","null","null","null","91.77","2376.00","5.70",447292
"FF",68,"2016-05-05","93.49     ","0.525","6.416","Kyle Seager","572122","606965","Triple","Called Strike","181.342   ","2241.298  ","5.1       ","3.0       ","4 ","Kyle Seager triples (1) on a line drive to center fielder Carlos Gomez.  ","R ","L","R","HOU","SEA","S",8,3,1,0,2016,"-0.270                ","11.442              ","-0.537","2.384               ","null","null","null",1,2,"top","149.2400","34.0800","002740","2016-05-06T00:27:40Z","456124","427113","160505_192619","-2.73","-136.086            ","-8.63","-0.49","36.51","-11.16","3.35","1.43","null","null","null","91.40","2405.00","5.61",447292
"CH",70,"2016-05-05","83.23     ","0.822","6.516","Kyle Seager","572122","606965","Triple","Foul","221.171   ","1299.705  ","15.8      ","7.4       ","8 ","Kyle Seager triples (1) on a line drive to center fielder Carlos Gomez.  ","R ","L","R","HOU","SEA","S",8,3,1,2,2016,"-4.886                ","5.536               ","0.042","1.526               ","null","null","null",1,2,"top","149.2400","34.0800","002822","2016-05-06T00:28:22Z","456124","427113","160505_192700","-0.35","-120.946            ","-6.78","-7.13","26.77","-24.02","3.35","1.43","null","null","null","82.04","1714.00","5.97",447292
"FF",71,"2016-05-05","95.01     ","0.426","6.508","Kyle Seager","572122","606965","Triple","Ball","197.181   ","2134.337  ","23.5      ","3.2       ","12","Kyle Seager triples (1) on a line drive to center fielder Carlos Gomez.  ","R ","L","R","HOU","SEA","B",8,3,1,2,2016,"-3.113                ","10.030              ","0.085","4.007               ","null","null","null",1,2,"top","149.2400","34.0800","002842","2016-05-06T00:28:42Z","456124","427113","160505_192722","0.17","-138.513            ","-4.50","-6.02","32.31","-12.71","3.35","1.43","null","null","null","93.85","2359.00","5.63",447292
"FF",67,"2016-05-05","94.16     ","0.372","6.353","Kyle Seager","572122","606965","Triple","Ball","184.991   ","2494.927  ","14.5      ","2.5       ","11","Kyle Seager triples (1) on a line drive to center fielder Carlos Gomez.  ","R ","L","R","HOU","SEA","B",8,3,0,0,2016,"-1.106                ","12.614              ","-0.902","2.609               ","null","null","null",1,2,"top","149.2400","34.0800","002727","2016-05-06T00:27:27Z","456124","427113","160505_192606","-3.03","-136.827            ","-8.39","-2.05","36.62","-8.73","3.35","1.43","null","null","null","92.28","2407.00","5.82",447292
"CU",69,"2016-05-05","77.66     ","0.381","6.651","Kyle Seager","572122","606965","Triple","Foul","47.735    ","2164.423  ","-15.2     ","14.6      ","9 ","Kyle Seager triples (1) on a line drive to center fielder Carlos Gomez.  ","R ","L","R","HOU","SEA","S",8,3,1,1,2016,"9.881                 ","-9.039              ","0.448","1.490               ","null","null","null",1,2,"top","149.2400","34.0800","002753","2016-05-06T00:27:53Z","456124","427113","160505_192631","-2.68","-113.008            ","-1.55","12.48","25.13","-43.51","3.35","1.43","null","null","null","74.82","2346.00","4.83",447292
"CH",72,"2016-05-05","82.47     ","0.580","6.437","Kyle Seager","572122","606965","Triple","In play, no out","226.357   ","1165.449  ","14.5      ","7.6       ","8 ","Kyle Seager triples (1) on a line drive to center fielder Carlos Gomez.  ","R ","L","R","HOU","SEA","X",8,3,2,2,2016,"-4.785                ","4.514               ","0.145","1.514               ","null","null","null",1,2,"top","149.2400","34.0800","002908","2016-05-06T00:29:08Z","456124","427113","160505_192737","0.44","-120.343            ","-6.31","-7.00","24.04","-25.50","3.35","1.43","383.85","100.95","18.58               ","82.04","1652.00","6.03",447292
"FF",81,"2016-05-05","94.86     ","0.731","6.463","Chris Iannetta","455104","606965","Pop Out","Ball","194.236   ","2177.452  ","17.8      ","3.0       ","12","Chris Iannetta pops out to second baseman Jose Altuve.  ","R ","R","R","HOU","SEA","B",4,2,1,0,2016,"-2.661                ","10.448              ","1.565","3.461               ",572122,"null","null",2,2,"top","116.7600","132.2500","003052","2016-05-06T00:30:52Z","456124","427113","160505_192933","3.21","-138.653            ","-5.98","-5.12","34.44","-12.00","3.37","1.50","null","null","null","94.53","2375.00","6.19",447292
"FF",82,"2016-05-05","94.77     ","0.585","6.352","Chris Iannetta","455104","606965","Pop Out","Ball","191.339   ","2569.857  ","20.5      ","2.3       ","12","Chris Iannetta pops out to second baseman Jose Altuve.  ","R ","R","R","HOU","SEA","B",4,2,2,0,2016,"-2.510                ","12.479              ","1.820","2.711               ",572122,"null","null",2,2,"top","116.7600","132.2500","003110","2016-05-06T00:31:10Z","456124","427113","160505_192950","4.25","-138.210            ","-8.40","-4.81","33.28","-8.17","3.37","1.50","null","null","null","94.14","2448.00","6.05",447292
"CH",84,"2016-05-05","81.12     ","0.826","6.569","Chris Iannetta","455104","606965","Pop Out","In play, out(s)","233.654   ","750.579   ","9.5       ","8.6       ","3 ","Chris Iannetta pops out to second baseman Jose Altuve.  ","R ","R","R","HOU","SEA","X",4,2,3,1,2016,"-3.535                ","2.548               ","0.476","2.863               ",572122,"null","null",2,2,"top","116.7600","132.2500","003151","2016-05-06T00:31:51Z","456124","427113","160505_193025","0.25","-118.715            ","-2.48","-4.95","26.83","-28.53","3.37","1.50","null","null","null","80.36","1557.00","5.95",447292
