"pitch_type","pitch_id","game_date","start_speed","x0","z0","player_name","batter","pitcher","events","description","spin_dir","spin_rate","break_angle","break_length","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","px","pz","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs","tfs_zulu","catcher","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","hit_speed","hit_angle","effective_speed","release_spin_rate","release_extension","game_pk"
"FF",135,"2016-04-04","92.68     ","2.046","6.148","Norichika Aoki","493114","430935","Lineout","In play, out(s)","143.037   ","3209.678  ","-57.9     ","4.3       ","6 ","Norichika Aoki lines out to third baseman Adrian Beltre.  ","R ","L","L","TEX","SEA","X",5,3,2,0,2016,"9.8                   ","12.98               ","0.503","2.482               ","null","null","null",1,3,"top","106.6000","177.5200","204734","2016-04-04T20:47:34Z","455139","427261","160404_155305","-7.46","-134.178            ","-8.11","17.85","29.16","-8.46","3.24","1.49","79.73","62.39","10.98               ","91.68","2076.00","6.10",446876
"FC",133,"2016-04-04","88.06     ","2.057","6.034","Norichika Aoki","493114","430935","Lineout","Ball","182.355   ","2180.370  ","9.3       ","3.7       ","13","Norichika Aoki lines out to third baseman Adrian Beltre.  ","R ","L","L","TEX","SEA","B",5,3,0,0,2016,"-0.48                 ","11.5                ","-1.94","1.08                ","null","null","null",1,3,"top","106.6000","177.5200","204705","2016-04-04T20:47:05Z","455139","427261","160404_155238","-9.90","-126.703            ","-9.85","-0.78","22.61","-13.15","3.24","1.49","null","null","null","87.14","2013.00","6.20",446876
"CH",176,"2016-04-04","84.13     ","1.864","6.067","Nelson Cruz","443558","430935","Walk","Ball","130.264   ","1775.472  ","-23.5     ","6.8       ","13","Nelson Cruz walks.  ","R ","R","L","TEX","SEA","B",0,0,1,0,2016,"7.42                  ","6.24                ","-0.346","0.814               ","null","null","null",1,4,"top","0.0000","0.0000","210015","2016-04-04T21:00:15Z","455139","427261","160404_160545","-7.68","-121.173            ","-8.02","11.32","18.06","-22.59","3.70","1.69","null","null","null","84.04","1449.00","6.43",446876
"FF",178,"2016-04-04","92.82     ","1.754","6.257","Nelson Cruz","443558","430935","Walk","Called Strike","157.485   ","2781.943  ","-41.8     ","2.8       ","5 ","Nelson Cruz walks.  ","R ","R","L","TEX","SEA","S",0,0,3,0,2016,"5.29                  ","12.73               ","0.058","2.601               ","null","null","null",1,4,"top","0.0000","0.0000","210047","2016-04-04T21:00:47Z","455139","427261","160404_160620","-6.39","-134.653            ","-8.24","9.89","24.37","-8.32","3.71","1.79","null","null","null","92.96","2168.00","6.33",446876
"FF",179,"2016-04-04","91.52     ","1.709","6.093","Nelson Cruz","443558","430935","Walk","Called Strike","146.588   ","3066.593  ","-52.8     ","3.9       ","13","Nelson Cruz walks.  ","R ","R","L","TEX","SEA","S",0,0,3,1,2016,"8.51                  ","12.85               ","-0.741","1.676               ","null","null","null",1,4,"top","0.0000","0.0000","210103","2016-04-04T21:01:03Z","455139","427261","160404_160635","-9.38","-132.295            ","-9.96","15.40","22.56","-8.83","3.70","1.79","null","null","null","91.08","2074.00","6.10",446876
"CH",181,"2016-04-04","84.28     ","1.608","6.027","Nelson Cruz","443558","430935","Walk","Ball","125.351   ","1623.633  ","-21.2     ","7.2       ","13","Nelson Cruz walks.  ","R ","R","L","TEX","SEA","B",0,0,3,2,2016,"7.27                  ","5.11                ","-1.153","0.986               ","null","null","null",1,4,"top","0.0000","0.0000","210157","2016-04-04T21:01:57Z","455139","427261","160404_160729","-8.97","-121.373            ","-7.16","11.08","18.81","-24.32","3.66","1.69","null","null","null","83.72","1612.00","6.17",446876
"FC",175,"2016-04-04","89.14     ","1.909","6.099","Nelson Cruz","443558","430935","Walk","Ball","190.891   ","1787.212  ","14.7      ","4.4       ","13","Nelson Cruz walks.  ","R ","R","L","TEX","SEA","B",0,0,0,0,2016,"-1.76                 ","9.11                ","-2.349","1.846               ","null","null","null",1,4,"top","0.0000","0.0000","210000","2016-04-04T21:00:00Z","455139","427261","160404_160532","-10.30","-128.784            ","-7.63","-3.00","23.36","-16.60","3.70","1.69","null","null","null","88.79","2049.00","6.33",446876
"FF",177,"2016-04-04","89.46     ","1.941","5.908","Nelson Cruz","443558","430935","Walk","Ball","166.315   ","1824.888  ","-8.6      ","4.0       ","13","Nelson Cruz walks.  ","R ","R","L","TEX","SEA","B",0,0,2,0,2016,"2.19                  ","8.94                ","-1.578","1.333               ","null","null","null",1,4,"top","0.0000","0.0000","210035","2016-04-04T21:00:35Z","455139","427261","160404_160604","-9.87","-129.395            ","-8.72","3.85","17.32","-16.36","3.64","1.74","null","null","null","90.14","2079.00","6.40",446876
"CH",180,"2016-04-04","84.36     ","1.861","6.144","Nelson Cruz","443558","430935","Walk","Foul","137.715   ","2144.150  ","-29.2     ","5.9       ","8 ","Nelson Cruz walks.  ","R ","R","L","TEX","SEA","S",0,0,3,2,2016,"7.86                  ","8.6                 ","-0.136","1.878               ","null","null","null",1,4,"top","0.0000","0.0000","210121","2016-04-04T21:01:21Z","455139","427261","160404_160652","-7.36","-122.265            ","-6.53","12.16","19.25","-18.81","3.70","1.69","null","85.13","-16.73              ","84.90","1814.00","6.56",446876
"FC",187,"2016-04-04","88.67     ","1.997","6.032","Kyle Seager","572122","430935","Strikeout","Foul","177.382   ","1775.736  ","1.4       ","4.1       ","1 ","Kyle Seager strikes out swinging.  ","R ","L","L","TEX","SEA","S",0,0,0,1,2016,"0.42                  ","9.18                ","-0.627","3.007               ","null","null",443558,1,4,"top","0.0000","0.0000","210328","2016-04-04T21:03:28Z","455139","427261","160404_160851","-6.86","-128.69             ","-4.53","0.72","22.26","-16.44","3.22","1.36","null","55.30","-30.84              ","89.13","2084.00","6.47",446876
"CU",185,"2016-04-04","77.90     ","2.221","6.037","Kyle Seager","572122","430935","Strikeout","Called Strike","281.061   ","780.423   ","11.0      ","10.5      ","13","Kyle Seager strikes out swinging.  ","R ","L","L","TEX","SEA","S",0,0,0,0,2016,"-4.53                 ","-0.94               ","-0.896","1.791               ","null","null",443558,1,4,"top","0.0000","0.0000","210237","2016-04-04T21:02:37Z","455139","427261","160404_160809","-5.67","-112.494            ","-2.10","-5.94","15.79","-33.34","3.29","1.53","null","null","null","77.41","2249.00","6.04",446876
"CU",188,"2016-04-04","79.77     ","2.484","5.997","Kyle Seager","572122","430935","Strikeout","Swinging Strike","344.870   ","717.175   ","3.4       ","11.3      ","8 ","Kyle Seager strikes out swinging.  ","R ","L","L","TEX","SEA","S",0,0,0,2,2016,"-1.09                 ","-4.1                ","-0.121","1.567               ","null","null",443558,1,4,"top","0.0000","0.0000","210350","2016-04-04T21:03:50Z","455139","427261","160404_160921","-5.63","-115.466            ","-1.90","-1.49","19.69","-37.68","3.22","1.36","null","null","null","78.32","2224.00","5.54",446876
"FC",194,"2016-04-04","88.1      ","1.575","6.083","Franklin Gutierrez","429711","430935","Hit By Pitch","Hit By Pitch","179.346   ","1606.853  ","5.9       ","4.6       ","13","Franklin Gutierrez hit by pitch.    Nelson Cruz to 2nd.  ","R ","R","L","TEX","SEA","B",0,0,0,1,2016,"0.1                   ","8.38                ","-3.228","2.348               ","null","null",443558,2,4,"top","0.0000","0.0000","210513","2016-04-04T21:05:13Z","455139","427261","160404_161046","-12.27","-128.469            ","-5.99","0.16","24.01","-17.95","3.30","1.43","null","65.41","-4.97               ","null","null","null",446876
"CH",192,"2016-04-04","84.41     ","1.89","6.131","Franklin Gutierrez","429711","430935","Hit By Pitch","Swinging Strike","118.406   ","2224.118  ","-32.1     ","7.5       ","8 ","Franklin Gutierrez hit by pitch.    Nelson Cruz to 2nd.  ","R ","R","L","TEX","SEA","S",0,0,0,0,2016,"10.7                  ","5.74                ","-0.133","1.446               ","null","null",443558,2,4,"top","0.0000","0.0000","210435","2016-04-04T21:04:35Z","455139","427261","160404_160959","-8.31","-122.286            ","-6.61","16.49","20.04","-23.26","3.30","1.43","null","null","null","84.93","1713.00","6.63",446876
"CU",199,"2016-04-04","78.24     ","2.256","6.044","Adam Lind","452252","430935","Strikeout","Swinging Strike (Blocked)","305.708   ","1506.955  ","14.7      ","12.9      ","13","Adam Lind strikes out swinging.  ","R ","L","L","TEX","SEA","S",0,0,0,1,2016,"-7.43                 ","-5.4                ","-1.329","0.511               ","null",443558,429711,2,4,"top","0.0000","0.0000","210647","2016-04-04T21:06:47Z","455139","427261","160404_161219","-5.83","-113.024            ","-3.53","-9.53","22.10","-39.03","3.61","1.63","null","null","null","76.55","2339.00","5.81",446876
"FC",198,"2016-04-04","87.31     ","2.121","6.114","Adam Lind","452252","430935","Strikeout","Called Strike","176.608   ","1493.109  ","1.6       ","4.9       ","11","Adam Lind strikes out swinging.  ","R ","L","L","TEX","SEA","S",0,0,0,0,2016,"0.47                  ","7.82                ","-1.07","2.701               ","null",443558,429711,2,4,"top","0.0000","0.0000","210626","2016-04-04T21:06:26Z","455139","427261","160404_161158","-8.20","-126.887            ","-4.82","0.77","21.81","-19.14","3.55","1.63","null","null","null","87.49","2034.00","6.28",446876
"CU",200,"2016-04-04","80.21     ","2.342","6.119","Adam Lind","452252","430935","Strikeout","Swinging Strike","295.528   ","1105.803  ","13.6      ","10.9      ","4 ","Adam Lind strikes out swinging.  ","R ","L","L","TEX","SEA","S",0,0,0,2,2016,"-5.81                 ","-2.83               ","-0.574","2.656               ","null",443558,429711,2,4,"top","0.0000","0.0000","210716","2016-04-04T21:07:16Z","455139","427261","160404_161248","-4.96","-115.963            ","-0.13","-7.98","19.99","-35.98","3.61","1.63","null","null","null","78.63","2155.00","5.49",446876
"FT",229,"2016-04-04","92.01     ","1.737","6.102","Chris Iannetta","455104","430935","Single","In play, no out","134.476   ","2546.265  ","-41.8     ","5.0       ","4 ","Chris Iannetta singles on a ground ball to right fielder Shin-Soo Choo.  ","R ","R","L","TEX","SEA","X",9,4,0,1,2016,"9.11                  ","8.91                ","-0.511","2.472               ","null","null","null",0,5,"top","164.4700","109.3600","211738","2016-04-04T21:17:38Z","455139","427261","160404_162308","-9.11","-133.317            ","-6.65","16.70","23.78","-15.78","3.31","1.52","188.67","102.20","-5.53               ","91.90","2131.00","6.26",446876
"FF",228,"2016-04-04","92.63     ","1.786","6.246","Chris Iannetta","455104","430935","Single","Foul","163.042   ","2816.531  ","-36.5     ","2.4       ","5 ","Chris Iannetta singles on a ground ball to right fielder Shin-Soo Choo.  ","R ","R","L","TEX","SEA","S",9,4,0,0,2016,"4.09                  ","13.39               ","0.125","2.319               ","null","null","null",0,5,"top","164.4700","109.3600","211718","2016-04-04T21:17:18Z","455139","427261","160404_162250","-5.85","-133.977            ","-9.10","7.59","23.68","-7.30","3.31","1.52","null","72.22","50.91               ","92.37","2026.00","6.22",446876
"CU",235,"2016-04-04","77.41     ","2.354","6.112","Leonys Martin","547982","430935","Strikeout","Swinging Strike","338.405   ","1161.925  ","6.1       ","13.1      ","13","Leonys Martin strikes out swinging.  ","R ","L","L","TEX","SEA","S",0,0,1,1,2016,"-2.62                 ","-6.69               ","-0.789","2.091               ","null","null",455104,0,5,"top","0.0000","0.0000","211854","2016-04-04T21:18:54Z","455139","427261","160404_162426","-6.17","-111.982            ","0.34","-3.30","21.96","-40.51","3.29","1.51","null","null","null","76.05","2207.00","5.98",446876
"CU",233,"2016-04-04","78.32     ","2.185","6.086","Leonys Martin","547982","430935","Strikeout","Missed Bunt","328.030   ","771.426   ","6.3       ","11.7      ","13","Leonys Martin strikes out swinging.  ","R ","L","L","TEX","SEA","S",0,0,0,0,2016,"-2.45                 ","-3.97               ","-1.208","1.577               ","null","null",455104,0,5,"top","0.0000","0.0000","211811","2016-04-04T21:18:11Z","455139","427261","160404_162342","-6.89","-113.196            ","-1.77","-3.19","19.76","-37.28","3.29","1.51","null","null","null","77.21","2213.00","5.94",446876
"FF",234,"2016-04-04","88.64     ","1.975","5.915","Leonys Martin","547982","430935","Strikeout","Ball In Dirt","164.746   ","2032.612  ","-9.6      ","4.0       ","13","Leonys Martin strikes out swinging.  ","R ","L","L","TEX","SEA","B",0,0,0,1,2016,"2.82                  ","10.28               ","-1.988","1.239               ","null","null",455104,0,5,"top","0.0000","0.0000","211832","2016-04-04T21:18:32Z","455139","427261","160404_162404","-10.98","-127.923            ","-8.93","4.72","23.78","-14.88","3.31","1.53","null","null","null","87.92","2000.00","6.26",446876
"CH",236,"2016-04-04","84.05     ","1.738","6.016","Leonys Martin","547982","430935","Strikeout","Swinging Strike","124.911   ","2057.221  ","-28.1     ","7.2       ","13","Leonys Martin strikes out swinging.  ","R ","L","L","TEX","SEA","S",0,0,1,2,2016,"9.39                  ","6.51                ","-0.981","1.282               ","null","null",455104,0,5,"top","0.0000","0.0000","211929","2016-04-04T21:19:29Z","455139","427261","160404_162453","-9.47","-121.255            ","-6.72","14.10","21.90","-22.33","3.29","1.51","null","null","null","83.26","1776.00","6.21",446876
"CH",351,"2016-04-04","84.80     ","2.07","5.916","Kyle Seager","572122","430935","Strikeout","Ball","124.374   ","2077.577  ","-29.8     ","7.1       ","14","Kyle Seager strikes out swinging.  ","R ","L","L","TEX","SEA","B",0,0,1,2,2016,"9.36                  ","6.35                ","0.718","0.426               ","null","null",443558,2,6,"top","0.0000","0.0000","215108","2016-04-04T21:51:08Z","455139","427261","160404_165628","-6.27","-122.634            ","-8.82","14.50","20.34","-22.26","3.30","1.47","null","null","null","84.93","1779.00","6.44",446876
"CH",356,"2016-04-04","84.81     ","1.948","6.017","Kyle Seager","572122","430935","Strikeout","Swinging Strike","120.910   ","1892.284  ","-26.7     ","7.3       ","13","Kyle Seager strikes out swinging.  ","R ","L","L","TEX","SEA","S",0,0,2,2,2016,"8.86                  ","5.26                ","-0.08","1.286               ","null",443558,"null",2,6,"top","0.0000","0.0000","215213","2016-04-04T21:52:13Z","455139","427261","160404_165737","-7.76","-122.627            ","-6.62","13.72","20.37","-23.96","3.22","1.36","null","null","null","84.59","1697.00","6.22",446876
"FF",348,"2016-04-04","92.69     ","2.06","5.89","Kyle Seager","572122","430935","Strikeout","Called Strike","143.613   ","2831.805  ","-47.5     ","4.1       ","8 ","Kyle Seager strikes out swinging.  ","R ","L","L","TEX","SEA","S",0,0,0,0,2016,"8.41                  ","11.37               ","-0.116","1.668               ","null","null",443558,2,6,"top","0.0000","0.0000","214937","2016-04-04T21:49:37Z","455139","427261","160404_165508","-8.71","-133.906            ","-9.14","15.51","24.69","-11.13","3.30","1.48","null","null","null","92.51","2114.00","6.36",446876
"FT",349,"2016-04-04","92.76     ","2.068","6.0","Kyle Seager","572122","430935","Strikeout","Foul","138.805   ","2967.245  ","-52.2     ","4.6       ","9 ","Kyle Seager strikes out swinging.  ","R ","L","L","TEX","SEA","S",0,0,0,1,2016,"9.7                   ","11.04               ","0.311","1.949               ","null","null",443558,2,6,"top","0.0000","0.0000","215002","2016-04-04T21:50:02Z","455139","427261","160404_165532","-8.06","-133.6              ","-8.63","18.00","21.56","-11.61","3.22","1.36","null","98.39","-7.07               ","92.52","2110.00","6.28",446876
"CU",350,"2016-04-04","80.06     ","2.212","5.801","Kyle Seager","572122","430935","Strikeout","Ball In Dirt","328.984   ","778.226   ","6.4       ","11.4      ","13","Kyle Seager strikes out swinging.  ","R ","L","L","TEX","SEA","B",0,0,0,2,2016,"-2.35                 ","-3.95               ","-1.554","0.202               ","null","null",443558,2,6,"top","0.0000","0.0000","215030","2016-04-04T21:50:30Z","455139","427261","160404_165601","-7.93","-115.876            ","-4.65","-3.20","20.74","-37.50","3.27","1.54","null","null","null","79.14","2311.00","6.01",446876
"FC",355,"2016-04-04","88.71     ","2.167","6.026","Kyle Seager","572122","430935","Strikeout","Foul","186.996   ","1426.059  ","8.0       ","4.9       ","11","Kyle Seager strikes out swinging.  ","R ","L","L","TEX","SEA","S",0,0,2,2,2016,"-0.9                  ","7.31                ","-1.397","2.477               ","null",443558,"null",2,6,"top","0.0000","0.0000","215133","2016-04-04T21:51:33Z","455139","427261","160404_165704","-8.81","-128.347            ","-5.23","-1.54","21.21","-19.65","3.22","1.36","null","77.43","13.17               ","88.80","2089.00","6.31",446876
"FT",384,"2016-04-04","91.40     ","1.82","5.883","Franklin Gutierrez","429711","430935","Walk","Ball","132.234   ","3059.641  ","-51.8     ","5.4       ","13","Franklin Gutierrez walks.  ","R ","R","L","TEX","SEA","B",0,0,1,0,2016,"11.41                 ","10.32               ","-0.284","1.166               ","null","null","null",0,7,"top","0.0000","0.0000","220312","2016-04-04T22:03:12Z","455139","427261","160404_170843","-9.45","-131.982            ","-9.85","20.61","21.84","-13.47","3.36","1.48","null","null","null","91.68","2064.00","6.55",446876
"FC",385,"2016-04-04","93.49     ","1.924","6.304","Franklin Gutierrez","429711","430935","Walk","Ball","233.460   ","2670.444  ","49.1      ","6.5       ","11","Franklin Gutierrez walks.  ","R ","R","L","TEX","SEA","B",0,0,2,0,2016,"-11.27                ","8.31                ","-1.057","3.662               ","null","null","null",0,7,"top","0.0000","0.0000","220330","2016-04-04T22:03:30Z","455139","427261","160404_170903","-4.02","-135.925            ","-3.67","-20.10","42.67","-17.28","3.25","1.33","null","null","null","93.26","2048.00","6.30",446876
"FF",386,"2016-04-04","91.10     ","1.781","6.146","Franklin Gutierrez","429711","430935","Walk","Called Strike","147.712   ","2655.955  ","-40.3     ","3.9       ","13","Franklin Gutierrez walks.  ","R ","R","L","TEX","SEA","S",0,0,3,0,2016,"7.21                  ","11.37               ","-1.119","2.223               ","null","null","null",0,7,"top","0.0000","0.0000","220354","2016-04-04T22:03:54Z","455139","427261","160404_170927","-10.02","-130.957            ","-7.96","12.81","21.80","-11.91","3.27","1.39","null","null","null","90.51","2066.00","6.28",446876
"null",387,"2016-04-04","92.44     ","null","null","Franklin Gutierrez","429711","430935","Walk","Foul","null","null","null","null","null","Franklin Gutierrez walks.  ","R ","R","L","TEX","SEA","S",0,0,3,1,2016,"null","null","null","null","null","null","null",0,7,"top","0.0000","0.0000","220422","2016-04-04T22:04:22Z","455139","427261","null","null","null","null","null","null","null","3.29","1.43","null","null","null","92.14","2062.00","6.44",446876
"FT",388,"2016-04-04","93.47     ","1.6","5.905","Franklin Gutierrez","429711","430935","Walk","Ball","130.236   ","3243.749  ","-55.1     ","5.4       ","13","Franklin Gutierrez walks.  ","R ","R","L","TEX","SEA","B",0,0,3,2,2016,"12.3                  ","10.37               ","-1.891","1.578               ","null","null","null",0,7,"top","0.0000","0.0000","220438","2016-04-04T22:04:38Z","455139","427261","160404_171010","-13.65","-134.815            ","-9.22","23.01","24.80","-12.70","3.24","1.40","null","null","null","93.16","2036.00","6.39",446876
"FT",383,"2016-04-04","91.68     ","1.858","6.104","Franklin Gutierrez","429711","430935","Walk","Ball","123.380   ","2054.027  ","-32.8     ","6.0       ","12","Franklin Gutierrez walks.  ","R ","R","L","TEX","SEA","B",0,0,0,0,2016,"8.73                  ","5.71                ","0.75","3.056               ","null","null","null",0,7,"top","0.0000","0.0000","220256","2016-04-04T22:02:56Z","455139","427261","160404_170827","-5.91","-133.397            ","-3.90","15.77","28.03","-21.78","3.37","1.43","null","null","null","91.34","2076.00","6.21",446876
"FC",393,"2016-04-04","86.10     ","2.121","6.064","Adam Lind","452252","430935","Strikeout","Swinging Strike","169.619   ","1934.851  ","-7.1      ","4.2       ","5 ","Adam Lind strikes out swinging.  ","R ","L","L","TEX","SEA","S",0,0,0,1,2016,"1.87                  ","10.15               ","0.047","2.509               ","null","null",429711,0,7,"top","0.0000","0.0000","220540","2016-04-04T22:05:40Z","455139","427261","160404_171113","-5.76","-124.895            ","-5.65","3.00","20.98","-15.79","3.61","1.63","null","null","null","86.39","1928.00","6.36",446876
"CH",394,"2016-04-04","80.43     ","2.069","6.073","Adam Lind","452252","430935","Strikeout","Swinging Strike","117.256   ","1689.596  ","-23.2     ","8.3       ","12","Adam Lind strikes out swinging.  ","R ","L","L","TEX","SEA","S",0,0,0,2,2016,"8.64                  ","4.4                 ","0.85","2.67                ","null","null",429711,0,7,"top","0.0000","0.0000","220634","2016-04-04T22:06:34Z","455139","427261","160404_171158","-5.44","-116.922            ","-2.31","12.11","19.57","-25.94","3.61","1.63","null","null","null","80.54","1646.00","6.29",446876
"CU",392,"2016-04-04","77.86     ","2.254","6.178","Adam Lind","452252","430935","Strikeout","Called Strike","1.816     ","1032.061  ","1.1       ","12.6      ","4 ","Adam Lind strikes out swinging.  ","R ","L","L","TEX","SEA","S",0,0,0,0,2016,"0.2                   ","-6.28               ","-0.573","2.413               ","null","null",429711,0,7,"top","0.0000","0.0000","220521","2016-04-04T22:05:21Z","455139","427261","160404_171052","-6.36","-113.02             ","0.62","0.26","20.79","-40.21","3.38","1.60","null","null","null","76.72","2231.00","5.72",446876
"FT",399,"2016-04-04","92.73     ","2.033","6.019","Chris Iannetta","455104","430935","Single","Swinging Strike","136.867   ","3218.903  ","-57.6     ","4.9       ","2 ","Chris Iannetta singles on a ground ball to left fielder Ian Desmond.   Franklin Gutierrez to 2nd.  ","R ","R","L","TEX","SEA","S",7,4,0,1,2016,"11.23                 ","11.95               ","0.142","3.234               ","null","null",429711,1,7,"top","81.7300","122.0700","220722","2016-04-04T22:07:22Z","455139","427261","160404_171255","-8.86","-134.479            ","-5.40","20.40","31.47","-10.40","3.31","1.52","null","null","null","92.49","2072.00","6.60",446876
"FC",400,"2016-04-04","87.83     ","1.969","5.908","Chris Iannetta","455104","430935","Single","Ball In Dirt","157.525   ","1899.080  ","-14.0     ","4.6       ","13","Chris Iannetta singles on a ground ball to left fielder Ian Desmond.   Franklin Gutierrez to 2nd.  ","R ","R","L","TEX","SEA","B",7,4,0,2,2016,"3.83                  ","9.2                 ","-1.956","1.241               ","null","null",429711,1,7,"top","81.7300","122.0700","220757","2016-04-04T22:07:57Z","455139","427261","160404_171320","-11.17","-127.07             ","-8.46","6.36","22.00","-16.80","3.33","1.58","null","null","null","88.05","2032.00","6.47",446876
"FF",398,"2016-04-04","91.83     ","2.089","5.963","Chris Iannetta","455104","430935","Single","Called Strike","147.770   ","3214.642  ","-56.6     ","3.8       ","8 ","Chris Iannetta singles on a ground ball to left fielder Ian Desmond.   Franklin Gutierrez to 2nd.  ","R ","R","L","TEX","SEA","S",7,4,0,0,2016,"8.82                  ","13.95               ","0.169","2.083               ","null","null",429711,1,7,"top","81.7300","122.0700","220703","2016-04-04T22:07:03Z","455139","427261","160404_171235","-8.04","-133.316            ","-8.81","15.76","30.62","-7.19","3.41","1.63","null","null","null","91.20","2080.00","6.18",446876
"CH",401,"2016-04-04","81.57     ","1.62","5.968","Chris Iannetta","455104","430935","Single","In play, no out","99.339    ","1535.942  ","-19.9     ","9.2       ","7 ","Chris Iannetta singles on a ground ball to left fielder Ian Desmond.   Franklin Gutierrez to 2nd.  ","R ","R","L","TEX","SEA","X",7,4,1,2,2016,"8.64                  ","1.37                ","-0.471","1.8                 ","null","null",429711,1,7,"top","81.7300","122.0700","220813","2016-04-04T22:08:13Z","455139","427261","160404_171345","-7.57","-119.263            ","-3.42","12.46","22.78","-30.13","3.31","1.52","255.89","105.45","-2.19               ","82.11","1559.00","6.56",446876
"CU",411,"2016-04-04","79.28     ","2.213","5.969","Dae-Ho Lee","493193","430935","Strikeout","Swinging Strike","295.767   ","1365.213  ","15.5      ","11.6      ","13","Dae-Ho Lee strikes out swinging.  ","R ","R","L","TEX","SEA","S",0,0,1,1,2016,"-7.21                 ","-3.53               ","-0.901","1.266               ","null",429711,455104,1,7,"top","0.0000","0.0000","221037","2016-04-04T22:10:37Z","455139","427261","160404_171608","-4.96","-114.968            ","-2.63","-9.74","19.28","-36.88","3.57","1.55","null","null","null","78.27","2323.00","5.67",446876
"CH",413,"2016-04-04","83.59     ","1.958","5.927","Dae-Ho Lee","493193","430935","Strikeout","Swinging Strike (Blocked)","140.805   ","1540.674  ","-17.6     ","6.4       ","14","Dae-Ho Lee strikes out swinging.  ","R ","R","L","TEX","SEA","S",0,0,1,2,2016,"5.33                  ","6.49                ","0.236","0.869               ","null",429711,455104,1,7,"top","0.0000","0.0000","221132","2016-04-04T22:11:32Z","455139","427261","160404_171703","-5.84","-120.765            ","-7.60","8.11","16.94","-22.24","3.57","1.55","null","null","null","83.73","1738.00","6.22",446876
"CH",409,"2016-04-04","83.54     ","1.866","6.225","Dae-Ho Lee","493193","430935","Strikeout","Called Strike","129.888   ","2186.272  ","-31.0     ","6.6       ","2 ","Dae-Ho Lee strikes out swinging.  ","R ","R","L","TEX","SEA","S",0,0,0,0,2016,"9.36                  ","7.78                ","-0.17","3.122               ","null",429711,455104,1,7,"top","0.0000","0.0000","220942","2016-04-04T22:09:42Z","455139","427261","160404_171512","-7.80","-121.092            ","-3.17","14.00","22.06","-20.47","3.52","1.57","null","null","null","83.64","1499.00","6.55",446876
"FF",410,"2016-04-04","88.85     ","2.026","5.794","Dae-Ho Lee","493193","430935","Strikeout","Ball","178.624   ","2102.062  ","3.3       ","3.6       ","13","Dae-Ho Lee strikes out swinging.  ","R ","R","L","TEX","SEA","B",0,0,0,1,2016,"0.26                  ","10.88               ","-1.054","0.98                ","null",429711,455104,1,7,"top","0.0000","0.0000","221008","2016-04-04T22:10:08Z","455139","427261","160404_171531","-7.98","-128.906            ","-9.70","0.45","22.83","-13.50","3.44","1.58","null","null","null","89.02","2053.00","6.34",446876
"CH",412,"2016-04-04","83.93     ","1.774","6.011","Dae-Ho Lee","493193","430935","Strikeout","Foul","118.947   ","1144.830  ","-14.2     ","7.8       ","7 ","Dae-Ho Lee strikes out swinging.  ","R ","R","L","TEX","SEA","S",0,0,1,2,2016,"5.57                  ","3.03                ","-0.468","1.76                ","null",429711,455104,1,7,"top","0.0000","0.0000","221102","2016-04-04T22:11:02Z","455139","427261","160404_171634","-7.16","-122.094            ","-4.55","8.43","23.56","-27.51","3.57","1.55","null","65.83","-6.97               ","83.89","1707.00","6.42",446876
"FT",461,"2016-04-04","96.27     ","3.453","5.433","Ketel Marte","606466","518617","Flyout","Ball","156.983   ","2664.359  ","-36.5     ","2.7       ","13","Ketel Marte flies out to right fielder Shin-Soo Choo.  ","R ","R","L","TEX","SEA","B",9,1,2,0,2016,"4.98                  ","11.68               ","-0.481","0.137               ","null","null","null",0,8,"top","166.5000","105.8000","222627","2016-04-04T22:26:27Z","455139","427261","160404_173159","-12.66","-138.096            ","-13.03","9.92","21.74","-8.83","3.51","1.60","null","null","null","95.38","0.00","6.09",446876
"FT",462,"2016-04-04","96.34     ","3.955","5.639","Ketel Marte","606466","518617","Flyout","Called Strike","108.905   ","4306.938  ","-60.3     ","8.3       ","3 ","Ketel Marte flies out to right fielder Shin-Soo Choo.  ","R ","R","L","TEX","SEA","S",9,1,3,0,2016,"20.23                 ","6.89                ","0.53","2.809               ","null","null","null",0,8,"top","166.5000","105.8000","222701","2016-04-04T22:27:01Z","455139","427261","160404_173231","-16.74","-143.03             ","-4.53","40.17","45.77","-18.42","3.38","1.55","null","null","null","95.75","2080.00","6.28",446876
"FT",463,"2016-04-04","96.14     ","3.439","5.706","Ketel Marte","606466","518617","Flyout","Foul","129.470   ","3430.861  ","-59.1     ","5.3       ","8 ","Ketel Marte flies out to right fielder Shin-Soo Choo.  ","R ","R","L","TEX","SEA","S",9,1,3,1,2016,"13.01                 ","10.67               ","-0.219","1.961               ","null","null","null",0,8,"top","166.5000","105.8000","222717","2016-04-04T22:27:17Z","455139","427261","160404_173248","-14.72","-140.176            ","-8.30","25.59","35.06","-11.10","3.51","1.60","null","null","null","95.83","2110.00","6.48",446876
